is_info_useful,missing_info,improvements,date,institution_cat,missing_info_en,improvements_en
1,no aparece el local de inm en leon gto,asistirlo con  mapa,447,219,the local of inm does not appear in leon gto,assist you with map
1,"si se expide un documento  curp con la leyenda "" baja por defuncion""",indicarlo en el formato con los datos de la persona dada de baja al igual que lo hacen en caso de correcciones,447,519,"if a curp document is issued with the legend ""low for death""",indicate it in the format with the data of the person removed as they do in case of corrections
1,,hacer el tramite en linea.,447,84,,do the process online.
0,que sea reales las fechas en las que se supuso debia de haber convocatoria,solo lo unico que falto es que saliera la convocatoria en julio de 2016 y en febrero de 2017 ya que en ninguna de las 2 fechas aparecio convocatoria,447,761,that the dates on which it was supposed to be called must be real,only the only thing missing is that the call came out in July 2016 and in February 2017 since on neither of the 2 dates did the call appear
0,hacer el tramite en linea,poner la informacion necesaria,447,84,do the process online,put the necessary information
0,otorgamiento de rfc,otorgamiento de rfc,448,437,rfc award,rfc award
1,,seria muy bueno poder hacerlo en linea por los que no pueden estar viajando. solo para exponer el empleo y los datos en caso de aprobacion ir a entregar los papeles correspondientes en las oficinas,448,499,,It would be great to be able to do it online for those who cannot be traveling. just to expose the job and the data in case of approval go to deliver the corresponding papers in the offices
1,"organizar cada rubro ejemplo: para renovar que requisitos necesitas para cada caso especifico.
asi como esta presentada, no queda claro realmente que es lo que necesitas de documentos.","la atencion al hablar de los operadores, hablan muy rapido y cometen errores que no se responsabilizan y nos afecta en la programacion de la cita, ejemplo: me estaba atendiendo una persona y de repente colgo y solo me agendo a mi hija y quedamos separados en dias diferentes mi hijo, esposo y yo. en lugar de remediarlo te perjudican en la alternativa que es cancelar y esperar 48 hora para poder programar. lo mas viable para uno es que se pueda en ese momento cancelar por error de ustedes, solo en esos casos. no digo que se pueda cancelar a la hora que uno quiera, sino asumir la responsabilidad del error y dar el espacio conveniente. saludos.",448,729,"organize each item example: to renew what requirements you need for each specific case. As it is presented, it is not really clear what you need for documents.","Attention when speaking of the operators, they speak very quickly and make mistakes that are not responsible and affects us in the scheduling of the appointment, example: a person was attending me and suddenly I hung up and only scheduled my daughter and we were separated in different days my son, husband and me. instead of remedying it they harm you in the alternative that is to cancel and wait 48 hours to be able to program. the most viable thing for one is that it can be canceled at that moment by your mistake, only in those cases. I'm not saying that you can cancel at the time you want, but rather take responsibility for the error and give the appropriate space. Cheers."
1,,"este tramite se deberia poder hacer en las oficinas de sep que hay en la  capital de cada estado. pues para nosotros que estamos en baja califoprnia norte es iposible hacer citas por inernet, no entra la pagina",448,599,,"This procedure should be able to be done in the sep offices that are in the capital of each state. because for us who are in low northern califoprnia it is impossible to make appointments by internet, the page does not enter"
1,como saber cual es mi nueva clinica? si es que el cambio lo realizo de una vez en esta.,tener un mapa de la las zonas geograficas de cada clinica,448,254,How to know which is my new clinic? if the change is made at once in this.,have a map of the geographical areas of each clinic
0,,"la constancia interes podiamos bajarle de internet ahora tenemos que perder tiempo en ir a las oficinas a solicitarla, esto es un retraso al tramite y perdida de tiempo que no tenemos",448,84,,"the proof of interest we could download from the internet now we have to waste time going to the offices to request it, this is a delay in processing and lost time we do not have"
1,"q se pueda ver como va un tramite o si ya fue enviado q se pueda ver el porque no ha llegado  
yo meti un oficio del mp el 27 de febrero del presente año y fui a ver si ya habia llegado y me dijeron que no
hable y m dicen q tengo q ir asta las oficinas donde lo meti q es por el metro hidalgo yo estoy por la carretera a puebla y es para mi una excursion seria mas facil q tengan un portal donde se ponga la fecha o una clave y q indicando q ya se envio en tal fecha o el por que no se ha enviado  o que si uno tiene q ir en tal dia por la informacion",un portal donde se pueda ver con una clave del oficio que se mete para saber si ya lo enviaron en q fecha y si no lo han mandado el por que y q hay q hacer o llevar yo estoy en salida a puebla y es una excursion ir asta cd de mexico metro hidalgo,448,659,"q you can see how a procedure is going or if it has already been sent q you can see why it has not arrived I put in a letter from the MP on February 27 of this year and I went to see if it had already arrived and they said no I spoke and they say that I have to go to the offices where I put it, that it is on the Hidalgo subway, I am on the road to Puebla and that it would be easier for me to have a portal where the date or a password is set and that it indicates that It was already sent on that date or why it has not been sent or if one has to go on that day for the information",a portal where you can see with a password of the trade that you enter to find out if they sent it on that date and if they have not sent it because why and what to do or take I am on my way to Puebla and it is a trip to go to cd de mexico metro hidalgo
0,informacion para obtener la constancia en linea,incluir la liga para obtener la constancia de intereses reales pagados en linea.,448,84,information to obtain proof online,Include the league to get proof of actual interest paid online.
1,los domicilios completos de las oficinas para realizar el tramite.,realizar el tramite via internet o remitir la constancia por correo.,448,84,the full addresses of the offices to carry out the procedure.,carry out the procedure via internet or send the certificate by mail.
0,"ustedes ponen requisitos en la pagina y cuando uno llega piden documentos adicionales que nunca se mencionaron y que segun es a criterio de quien los revisa, y con una mala actitud le dicen a uno ""pues vayase y cuanto tenga los documentos listos viene"".  perdemos todo un dia de trabajo , tardan un mes en dar otra cita . ademas de que se tardan horas (literal) en atender y con niños pequeños es la locura.  la ultima vez llegue a las 8:30 y sali a las 3:30 sin pasaporte , tuve que regresar al dia siguiente (otro dia perdido de trabajo) la niña llorando porque tenia hambre pues todo los snacks que le habia llevado se los acabo, y eso porque presente una queja y aceptaron que tenia razon. 7 horas para un tramite no puede ser posible y aparte mala actitud de los empleados lo hace mas dificil","creo que deberian tener un criterio unificado o agregar todos los posibles escenarios que se puedan presentar y que documentacion se debe llevar, espero tomen en cuenta la sugerencia y me gustaria tener  seguimiento de esto, el proximo mes tengo cita para renovacion de pasaporte espero y sea mucho mejor que la primera vez y respeten la documentacion que dice en esta pagina.",448,724,"you put requirements on the page and when one arrives they ask for additional documents that were never mentioned and that according to the criteria of the person who is reviewing them, and with a bad attitude they say to one ""well go away and when you have the documents ready you will come"". We lose a whole day of work, it takes a month to make another appointment. besides that it takes hours (literally) to attend and with small children it is madness. The last time I arrived at 8:30 and left at 3:30 without a passport, I had to return the next day (another day lost from work) the girl crying because she was hungry because all the snacks she had brought her were finished, And that's because I filed a complaint and they accepted that I was right. 7 hours for a procedure cannot be possible and apart from the bad attitude of the employees it makes it more difficult","I think they should have a unified criteria or add all the possible scenarios that can be presented and what documentation should be carried, I hope you take into account the suggestion and I would like to follow up on this, next month I have an appointment for a passport renewal I hope and be much better than the first time and respect the documentation that says on this page."
0,"solicite moi cita , mas nunca me enviaron la clave, tampoco los horarios disponibles para poder elegir , al querer volver a ingresar me sale q ya tengo la cita mas nunca se el horario y el dia",que sea mas facil ya que se entiende que no quieren dar el servicio,448,299,"request moi appointment, but they never sent me the password, nor the available times to choose, when I want to re-enter I get that I already have the appointment but I never know the time and day",make it easier since it is understood that they do not want to provide the service
1,no es que falte informaciòn lo que falta es mas entendimiento para las personas de la tercera edad no captamos bien tanta informacòn pero si quisiera fueran mas explìsito ya no captamos bien todo gracias por su atencion. gracias,unicamente facilitar las informaciones  mas claras perdon por ser tan ignorante pero ya soy de la tercera edad y en ocaciones no entiendo la informaciòn. mi correo es leosrosy@gmail.com,448,81,"It is not that information is lacking, what is lacking is more understanding for the elderly, we do not grasp so much information well, but if we wanted it to be more explicit, we no longer grasp everything well, thank you for your attention. Thank you",only to provide the clearest information sorry for being so ignorant but I am already of the third age and on occasions I do not understand the information. my email is leosrosy@gmail.com
1,,"capturar facturas que respalden el cupo es demasiada burocracia , es mejor subir los documentos digitalizado y evitar captura.. la idea es avanzar en la solicitud.. cuando permaneces mucho tiempo logeado corta la sesion el vucem",448,421,,"capturing invoices that support the quota is too much bureaucracy, it is better to upload the digitized documents and avoid capture .. the idea is to advance the application .. when you stay logged in for a long time the vucem session"
1,cual es el documento expedido por el imss que contenga el numero de seguridad social (nss). como se solicita ?,que los tramites se hagan por medio de la pagina de internet,448,136,which is the document issued by the imss that contains the social security number (nss). as requested,that the procedures are done through the website
1,"los modulos en estado de mexico, ya que no da esa opcion. 
horarios de atencion.",poner horarios de atencion e incluir los modulos del estado de mexico ya que no aparecen.,448,520,"the modules in the state of mexico, since it does not give that option. attention schedule.",put hours of attention and include the modules of the state of mexico since they do not appear.
1,opcion para adjuntar documentos ya que la zona benito juarez y zona aeropuerto pertenecientes a dvmc cancelan los numeros de sseebra ingresadas por estos medios,"agregar numeros de telefonos y correos electronicos de los superintendentes, jefe de departamento de planeacion y contruccion, de cada zona",448,19,option to attach documents since the benito juarez area and airport area belonging to dvmc cancel the sseebra numbers entered by these means,"add phone numbers and emails of the superintendents, head of planning and construction department, of each area"
1,"tengo 3 semanas detenida en la creacion de una sas, por la inscripcion ante el sas, hablo por telefono y me piden envie correo para soporte , sin respuesta a la fecha.","urge ayuda de manera presencial en alguna direccion, no es posible que no pueda uno hacer nada.",448,437,"I have been detained for 3 weeks in the creation of an sas, due to the inscription before the sas, I speak by phone and they ask me to send mail for support, with no response to date.","urgent help in person in some direction, it is not possible that one can not do anything."
1,mas acerca de las cuentas individuales con cuestion al afore,poner mas oficinas el estado de guanajuato solo hay en celaya y yo soy de leon,448,238,more about individual accounts with afore question,put more offices the state of guanajuato there is only in celaya and I am from leon
1,"es imposioble entrar a la pagina para generar la cita, yo ya realice el pago en banco y tengo mi no. de folio y no puedo sacar cita.",deberian hacer las citas por telefon o porque se presta a que tramitadores te quieran cobrar hasta 5000.00 pesos por hacerte la cita,448,599,"It is impossible to enter the page to generate the appointment, I already made the payment in bank and I have my no. of folio and I can not make an appointment.",They should make the appointments by phone or because it lends itself to the processors who want to charge you up to 5000.00 pesos for making the appointment
0,"no se puede sacar cita por internet, siempre lo mandan a uno a paginas de medicos privados o de plano nunca entran, es una porqueria su sistema, en el chat jamas contestan, para usan el presupuesto de nosotros si no facilitan las cosas.","en todo, no funciona su sistema ni de internet ni de telefono y el chat, ni que decir , nadie contesta.",448,299,"You can not make an appointment online, they always send you to the pages of private doctors or they never come in, it is crap their system, they never answer in the chat, they use our budget if they do not make things easier.","In everything, their system does not work, neither the Internet nor the telephone and chat, needless to say, no one answers."
1,el estatus del tramite.,"realizar las correcciones pues cuando uno acudo a la clinica para verificar si ya se realizo la correccion, no aparece. mi padre ya realizo el tramite para corregir el mes de nacimiento dos veces y en ninguna han hecho las correcciones.",448,136,the status of the process.,"make the corrections because when one goes to the clinic to verify if the correction has already been made, it does not appear. My father has already done the process to correct the month of birth twice and they have never made the corrections."
0,cuantos meses de antiguedad se acepta comprobante de domicilio,realizar tramite en linea,448,29,how many months old proof of address is accepted,carry out online process
1,realizar el tramite en linea,realizar el tramite de baja de una umf en linea,448,162,carry out the procedure online,perform the process of unsubscribing from an umf online
1,como hacer la renovacion por linea.,botones de acceso en la marca para hacerlo ahi mismo la renovacion.,448,105,how to do the renewal by line.,access buttons on the brand to do the renovation right there.
0,todo,regresar como etsab antes,448,84,everything,return as etsab before
1,que documentos me faltan para realizar mi prestamo personal ordinario ya que mencionan que tengo doble plaza y no es asi una es una pension por incapacidad parcial permanente y el otro es mi trabajo y no me permite continuar con el tramite aludiendo que es por un error en mi afiliacion  que hago? podrian ayudarme?,ser un poco mas explicitos en que realizar para no detener nuestros tramites,448,280,"What documents do I need to carry out my ordinary personal loan since they mention that I have a double position and that is not the case, one is a pension for permanent partial disability and the other is my job and does not allow me to continue with the procedure, alluding to an error in my affiliation what do I do? Could you help me?",be a little more explicit in what to do so as not to stop our procedures
1,,"piden fotos y al llevarlas las regresan, sin escanearlas, ni archivarlas ni digitalizarlas ¿de que se trata? ¿se piden solo por costumbre?",448,726,,"They ask for photos and when they take them they return them, without scanning, filing or digitizing them, what is it about? Are they ordered only out of habit?"
1,,"al querer consultar la asistencia a la revista de supervivencia y colocar los datos me marca ""error de registro"" y no me permite imprimir el comprobante de asistencia y esta es la segunda vez que ocurre lo mismo. por favor arreglen ese problema.",448,230,,"When I want to consult the assistance to the survival magazine and put the data, it marks ""registration error"" and does not allow me to print the attendance slip and this is the second time that the same thing has happened. please fix that problem."
1,,en que pudiera registrar a ninos que nacieron en mexico pero por alguna u otra razon no fueron registrados alla,448,688,,in which I could register children who were born in Mexico but for some reason or another were not registered there
1,,"una pregunta,  para los que hicieron su especialidad en la generacion 1992-1995, y solo el imss, les otorgo diploma de la especialidad, donde o como deberen hacer o acudir  para el tramite de cedula profesional de la especialidad y que requisitos son para dicho tramite, le agradeceria, me informaran, somos un grupo como de 10 o 15 dres. sin cedula de la especialidad...mucho agradecere esta informacion este es mi corrego sharayavas@hotmail.com.",448,581,,"A question, for those who made their specialty in the 1992-1995 generation, and only the imss, I grant them a specialty diploma, where or how they should do or go for the process of professional license of the specialty and what requirements are for said procedure, I would appreciate it, you would inform me, we are a group like 10 or 15 dres. no identity card of the specialty ... I will very much appreciate this information this is my email sharayavas@hotmail.com."
1,,"a partir de que cambiaron el formato de cita medica, cuesta mucho trabajo programarla por internet, siempre sale una barra con el comentario de que ""temporalmente esta saturado, que se intente mas tarde, pero esto puede suceder durante dias, existe la posibilidad de mejorarlo?",448,299,,"Since they changed the format of the medical appointment, it costs a lot of work to schedule it online, there is always a bar with the comment that ""temporarily it is saturated, to try later, but this can happen for days, there is the possibility of improving it ?"
0,el link directo,poner el enlace directo para abrir la constancia de intereses pagados,448,84,the direct link,put the direct link to open the proof of interest paid
1,hola david,david,448,695,Hello david,david
0,¿el tramite de correccion del curp solo se puede hacer en el df?,poner el tramite disponible en los estados.,448,520,Can the curp correction procedure only be done in the df?,make the procedure available in the states.
1,,"los tiempos de atencion en las citas son muy largas,",448,601,,"attention times in appointments are very long,"
1,"muy confusa informacion, cuando reciben documentos y por alguna razon falta alguna simple copia, como revisan con minimo margen de minutos antes de la hora de cita; va uno a complementar el documento y por 1 min de retraso no dan margen ni criterio alguno para continuar con tramite.

muy grosero el personal y sin ninguna opcion de solucion, no atiende el delegado por que no tiene tiempo, y hay que solicitar una nueva cita.

si viaja uno de lejos pierde uno su dinero y tiempo, por un simple criterio basico que para cualquier entidad seria muy facil de resolver, pero como es una oficina gubernamental es dificil puedan tener una inteligencia para resolver tan simple proceso.","esto me ocurrio en la delegacion de tabasco, realmente muy triste y lamentable la atencion de dichas oficinas.

es un retroceso muy grande el que tenemos en la atencion, pero que se puede esperar de gobiernos tan corruptos y deficientes",448,723,"Very confusing information, when they receive documents and for some reason a simple copy is missing, as they review with a minimum margin of minutes before the appointment time; one will complement the document and for 1 minute of delay they do not give any margin or criteria to continue with the process.  Very rude staff and without any option of solution, the delegate does not attend because he does not have time, and you must request a new appointment.  If you travel from afar, you lose your money and time, by a simple basic criterion that for any entity would be very easy to solve, but since it is a government office, it is difficult for them to have the intelligence to solve such a simple process.","This happened to me in the Tabasco delegation, really very sad and unfortunate the attention of these offices.  It is a very big setback that we have in mind, but what can be expected from such corrupt and deficient governments"
0,,"empezando en contratar unos buenos profesionistas en diseño de paginas web,
la verdad es que las paginas web que manejan, estan pesimamente mal diseñadas. ademas la informacion esta muy pobre en contenido y ademas muy confuso. creo que en mexico tenemos muchos jovenes con mucho talento que podrian mejorar considerablemente y con calidad, para que nos puedan orecer un muy buen servicio, muchas gracias esa es mi humilde opinion. saludos.....",448,223,,"starting to hire some good professionals in web page design, the truth is that the web pages that they manage are badly designed. also the information is very poor in content and also very confusing. I think that in Mexico we have many talented young people who could improve considerably and with quality, so that they can offer us a very good service, thank you very much, that is my humble opinion. regards....."
1,,"una vez que se despliega la confirmacion de la cita medica, te proporcionan un clave que debes presentar al momento de acudir a la consulta, sin embargo dicha clave no aparece en la pantalla, solo el mensaje de que ha sido procesada con exito la solicitud",448,299,,"once the confirmation of the medical appointment is displayed, they provide you with a password that you must present when you go to the consultation, however this password does not appear on the screen, only the message that the request has been successfully processed"
0,no entiendo porque complican las cosas antes era muy facil  entrar a su portal y facturar. sin previo aviso  cambian los formatos.,"la comunicacion avisar que van hacer cambios hasta hace 2 dias podia yo facturar. con quien puedo hablar para que me ayuden. me urge.

j. victor franco guerrero",448,659,I do not understand why they complicate things before it was very easy to enter their portal and invoice. without prior notice the formats change.,the communication warn that they are going to make changes until 2 days ago I could invoice. who can I talk to for help. urges me.  j. victor franco guerrero
1,miafore azteca,xayudarme acobrar mispremios,448,367,miafore azteca,xhelp me receive my awards
1,,"el cupo de las citas por internet son escasas,solo dejan elegir por 3 meses los demas no da eleccion.",448,705,,"the quota of internet appointments are scarce, they only let you choose for 3 months the others do not give a choice."
1,informacion sobre presentacion de curp,agendar una cita via internet,448,722,information about presentation of curp,schedule an appointment via internet
1,"por favor agreguen la guia de llenado del formato de autorizaciones, certificados y visitas","la eficiencia en el llenado de los formatos por parte de los solicitantes, asi se reduce el tiempo para llevar a cabo cada tramite",449,37,"please add the guide to fill out the authorizations, certificates and visits form","the efficiency in the filling of the forms by the applicants, thus reducing the time to carry out each procedure"
0,,nunca contestan al telefono indicado 01800-8010-773 de lunes a viernes horario de oficina.  a donde se van mis impuestos??,449,723,,"they never answer the telephone number 01800-8010-773 from Monday to Friday, office hours. where do my taxes go ??"
0,que den mas afacilidades como antes,"porque si antes se podia obtener en linea, ahora poruqe tiene uno que ir hasta la capital del estado a solicitarlo, no se vale que nos hagan gastar para obtener este documento.",449,84,that give more skills as before,"Because if before it could be obtained online, now because you have to go to the state capital to request it, it is not worth making us spend to obtain this document."
0,"les he escrito pidiendo informacion y solo me contestan dandome los numeros de telefono, cuando marco  el telefono y contesta un disco dando opciones marco el numero de extension que me han dado y el disco me dice que no puede comunicarme... estoy frustrada y no entiendo que hay que hacer para hablar con una persona  no con una maquina
celiavillaguillen@gmail.com
gracias!","me parece que seria muy util si se pudiera hacer cita con ustedes por medio del correo electronico
gracias",449,737,"I have written to them asking for information and they only answer me giving me the phone numbers, when I dial the phone and answer a disc giving options I dial the extension number they have given me and the disc tells me that it cannot communicate ... I am frustrated and not I understand that it is necessary to do to speak with a person, not with a machine celiavillaguillen@gmail.com Thank you!",I think it would be very useful if you could make an appointment with you through email Thank you
1,que se generen los estados de cuenta via internet,que se generen los estados de cuenta via internet,449,237,that statements are generated via the internet,that statements are generated via the internet
1,"he preguntado varias veces para poder liberar el servicio militar (es para obtener la certificacion de mi cartilla militar) pero hay muchos soldados arrogantes y cada que les pregunto que se ocupa para la liberacion de la cartilla me responden algo como: pero que ocupas? una reposicion o que?. entonces mi duda es, ¿como devo de preguntar para que me respondan o estoy preguntando algo que no existe?, hace falta informacion en la cual diga que preguntas puedes hacer para que te respondan esas personas arrogantes.",dar informacion de como liberar la cartilla para alguien comun y corriente,449,474,"I have asked several times to be able to liberate the military service (it is to obtain the certification of my military card) but there are many arrogant soldiers and each one who asks them who is in charge of the liberation of the card answers something like: but what do you occupy? a replacement or what ?. So my question is, how do I ask to be answered or am I asking something that does not exist? I need information that says what questions you can ask for those arrogant people to answer you.",give information on how to release the card for someone ordinary
1,falta mucha infornacion al respecto tal parece que escondieran la info no hay claridad de cuanto va a percibir y porque deberian hacer cursos en los centro de trabajo de lo escencial,"la desiformacion es tal que hay muchas dudas que los medios de de comunicacion desinforman y el gobierno se esconde o no refuta ni aclara y la bola de nieve sigue rodando.
recuerden los proximos a pencionarse sokos perdonas viejas y pobres y la gran mayoria incultas
no oculten los pasos ni procedimientos para obtener el para pensionarse",449,123,"Much information is missing in this regard, it seems that they hide the info, there is no clarity about how much they will receive and why they should take courses in the essential work center.",the lack of information is such that there are many doubts that the media misinforms and the government hides or refutes or does not clarify and the snowball continues to roll. remember the next to punish sokos forgive old and poor and the vast majority uneducated do not hide the steps or procedures to obtain the pension
1,que a las personas les mandan a hacer el tramite por internet y aqui no salen las opciones queremos una pagina en donde se puedan dar de baja con su respectiva imprecion,las paginas de acseso correspondiente a este tramite,449,162,that people are sent to do the procedure online and here the options do not come out we want a page where they can unsubscribe with their respective imprecision,the access pages corresponding to this procedure
0,"buena tarde, si bien es cierto que en esta pagina establecen como requisito lo siguiente:
1.-""en caso de ingresar un tramite a nombre de otra persona, debera presentar carta poder simple firmada ante dos testigos acompañando copia de las identificaciones oficiales vigentes.
lo cierto es que en las dependencias y en el caso concreto la delegacion del ran en chilpancingo, guerrero, para ""el ingreso"" de este tramite forzosamente piden una carta poder notariada o poder notarial, lo cual para los usuarios que vivimos fuera de la ciudad nos genera un gasto mas, asi que seria bueno que unificaran los requisitos y en mi opinion con una carta poder simple bastaria tanto para ingresar como recoger documentos. 
en mi caso, mande a un familiar con una carta poder simple, para que el acudiera a las oficinas e ingresara mi tramite,puesto que vivo lejos y trabajo de lunes a sabado, para los documentos me  base en informacion obtenida de esta pagina y rechazaron ese tramite, la razon fue porque mi familiar llevaba una casta poder simple y porque ademas tenia que llevar la curp de quien ingresa el tramite.","unificar los requisitos, dejar de ser tan exigentes, para los ciudadanos al otorgar una carta poder se entiende que estamos consientes en que estamos mandando o autorizando a alguien mas para que el sea quien acuda ante la dependencia, sin embargo una carta poder notariada en las notarias esta cara, es casi como si le diera un poder limitado a alguien segun me dijo el notario y que por esa razon cuesta cara.
me puse a investigar en sus reglamentos y no encontre en ningun momento que diga que se necesita carta poder notariada, por lo que a mi consideracion deberian unicamente pedir los requisitos que si se establecen y que sean realmente necesarios.",449,452,"Good afternoon, although it is true that on this page they establish the following requirement: 1 .- ""in case of entering a procedure in the name of another person, you must present a simple power of attorney letter signed before two witnesses, along with a copy of the current official identifications. the truth is that in the dependencies and in the concrete case the delegation of the ran in chilpancingo, guerrero, for ""the income"" of this procedure, they necessarily ask for a notarized power of attorney or power of attorney, which for users who live outside the city it generates an additional expense for us, so it would be good if they unified the requirements and in my opinion with a simple proxy letter it would be enough to enter or collect documents. In my case, I sent a relative with a simple proxy letter, so that he would go to the offices and enter my paperwork, since I live far away and work from Monday to Saturday, for the documents I based on information obtained from this page and they rejected That procedure, the reason was because my relative had a simple power caste and also had to carry the curp of who enters the procedure.","unify the requirements, stop being so demanding, for citizens when granting a power of attorney it is understood that we are aware that we are sending or authorizing someone else so that he is the one who comes before the agency, however a power of attorney notarized in the You will notary this face, it is almost as if it gave a limited power to someone according to what the notary told me and for that reason it is expensive. I started to investigate its regulations and at no time did I find that it says that a notarized power of attorney is needed, so in my opinion they should only ask for the requirements that are established and that are really necessary."
1,en que banco se paga,ser mas claros en la informacion,449,598,in which bank is paid,be clearer on the information
0,que la constancia de retenciones se baje a traves de internet,"que la constancia de retenciones se baje a traves de internet, y un mes antes para presentar la declaracion desde el inicio de abril",449,84,that the withholding certificate is downloaded through the internet,"that the withholding certificate be downloaded through the internet, and one month before to file the declaration from the beginning of April"
0,"que las pag. esten disponibles para poder realizar tramites, nunca he podido registrarme","que las pag. esten disponibles para poder realizar tramites, nunca he podido registrarme",449,761,"I paid them. are available to carry out procedures, I have never been able to register","I paid them. are available to carry out procedures, I have never been able to register"
0,"porq no se puede bajar en linea, a traves del portal del fovissste.",la pagina,449,84,"because it cannot be downloaded online, through the fovissste portal.",at page
0,,no falta informacion lo que falta formas para realizar los tramites por que una persona discapasitada no puede asistir hacer tramites gracias por su comprensiòn. leos rosy@gmail.com,449,176,,There is no lack of information what is missing forms to carry out the procedures because a disabled person cannot attend making procedures thanks for your understanding. leos rosy@gmail.com
1,el correo al que deberia enviar los documentos,agregar a la informacion correo,449,105,the email to which you should send the documents,add to email information
1,"tarda mucho par poder entrar a las citas meda  y cuando tarda d entrar uno ya no hay citas, ni por telefonos  luego te sien que acudas a  tu clinica y tampoco hay citas  tengo mas de  dos  en poder sacar una cita medica en la  clinica te dicen intenlo por internt o por via telefonica  y no tedan espacio par  cita","tarda mucho par poder entrar a las citas meda  y cuando tarda d entrar uno ya no hay citas, ni por telefonos  luego te sien que acudas a  tu clinica y tampoco hay citas  tengo mas de  dos  en poder sacar una cita medica en la  clinica te dicen intenlo por internt o por via telefonica  y no tedan espacio par  cita",449,299,"It takes a long time to be able to enter the appointments, and when it takes one to enter there are no appointments, nor by phone, then they feel that you go to your clinic and there are no appointments. Try it online or by phone and do not have space for an appointment","It takes a long time to be able to enter the appointments, and when it takes one to enter there are no appointments, nor by phone, then they feel that you go to your clinic and there are no appointments. Try it online or by phone and do not have space for an appointment"
0,que las personas que atienden fovissste esten informadas acerca de este tema porque uno va y no saben las fechas,"tener mayor informacion de cuanto destinas para subsidio, la lista de espera que es",449,94,that the people who attend fovissste are informed about this topic because one goes and they do not know the dates,"have more information on how much you allocate for subsidy, the waiting list that is"
1,,"poner la solicitud para imprimir , asi la llevarian ya lista para acelerar el tramite",449,176,,"put the application to print, so they would take it ready to speed up the process"
1,"buena tarde estoy en un proceso de demanda de reconocimiento de paternidad y pension alimenticia del 2012, sin embargo pues en la actualidad aun no se a podido solucionar, yo no puedo quejarme de mi abogada lic. edith sanchez segura pues es extraordinaria (resultado del apoyo de presidencia)  y la juez del juzgado 28 de lo familiar ambas han apoyado a mi hija de 9 años meredid alejandra hernandez medrano, actualmente se encuentra con el magistrado, mi queja es contra varias situaciones, es increible los tiempos de espera para las resoluciones de los magistrados y otra es que me decepciona de manera terrible que el c. abinadi javier villagomez carrillo que pertenece a la policia federal padre de mi hija apelo a base de engaños una pension del 50 por ciento (entregada a su esposa que no tiene hijos con el) y argumento que no podria dar la pension alimenticia a mi hija cabe mencionar que nunca me a dado nada para sostener a mi hija. debe existir una ley que sancione primero a estos sujetos porque con su poder a inventado abogados falsos, me difamo como mujer y madre insultandome, mintiendo e inventado padres falsos se realizo la prueba de adn y queda demostrado sus mentiras (cabe mencionar que cuando yo tenia una relacion con el trabajaba y estudiaba siendo hija de familia), con su esposa sofia sierra valdes me molesto a traves de amistades amenazandome si exigia los derechos de mi hija, es importante mencionar que esta mujer llego a ser su apoderada facultad que le permitio insultarme y calumniarme.
 las instituciones existen a favor de los ciudadanos considero que debe existir sanciones a los servidores publicos que violen los derechos de sus hijos pues deben ser un ejemplo social y pareciera que las mismas instituciones apoyan los delitos que ejecutan, puedo demostrar de forma transparente lo que argumento.
quedo de usted para las aclaraciones de mi sugerencia. me llamo jessica giovanna hernandez medrano telefono 5566171845.","1. las leyes dentro de la pfp que sancione a los servidores que violan los derechos de sus hijos y que manipulen la ley a su conveniencia con el proposito de escapar de la realidad, este hombre es abinadi javier villagomez carrillo.",449,659,"Good afternoon I am in a process of claiming recognition of paternity and alimony in 2012, however, currently it has not yet been solved, I can not complain about my lawyer Lic. edith sanchez sure it is extraordinary (result of the support of the presidency) and the judge of the 28th court of the family both have supported my 9-year-old daughter meredid alejandra hernandez medrano, currently she is with the magistrate, my complaint is against various situations, The waiting times for the judges' resolutions are incredible, and another is that I am terribly disappointed that c. abinadi javier villagomez carrillo who belongs to the federal police father of my daughter cheated on a 50 percent pension (given to his wife who has no children with him) and argued that he could not give alimony to my daughter Mention that he has never given me anything to support my daughter. There must be a law that sanctions these subjects first, because with their power they have invented false lawyers, they defame me as a woman and mother insulting me, lying and inventing false parents, they took the DNA test and it is proved their lies (it is worth mentioning that when I had a relationship with him worked and studied as a family daughter), with his wife sofia sierra valdes annoyed me through friendships threatening me if he demanded the rights of my daughter, it is important to mention that this woman became his empowered faculty that allowed him to insult me and slander me.  institutions exist in favor of citizens I consider that there should be sanctions against public servants who violate the rights of their children because they must be a social example and it seems that the same institutions support the crimes they execute, I can transparently demonstrate what I argue . I remain of you for the clarifications of my suggestion. my name is jessica giovanna hernandez medrano phone 5566171845.","1. the laws within the pfp that sanction servers that violate the rights of their children and that manipulate the law at their convenience in order to escape from reality, this man is abinadi javier villagomez carrillo."
1,el telefono de las subdelegaciones y el departamento y titular en el que se ofrezca la inconformidad,"en una pronta respuesta por la via telefonica al pedir informacion y una mas clara informacion en la pagina para saber donde poner la queja o inconformidad, tener actualizada la pagina al dia.",449,315,the telephone number of the subdelegations and the department and owner in which the disagreement is offered,"In a prompt response by phone when requesting information and clearer information on the page to know where to put the complaint or disagreement, keep the page updated."
